Unnamed: 0,region,state,attraction,n_reviews,categories
1452,Mountain,New Mexico,International UFO Museum and Research Center,2.762,Museos especializados
1453,Mountain,New Mexico,High Road to Taos,1.296,Rutas turísticas
1454,Mountain,New Mexico,New Mexico State Capitol (Roundhouse),1.064,Edificios gubernamentales
1455,Mountain,New Mexico,Albuquerque International Balloon Fiesta,711.0,Eventos culturales
1456,Mountain,New Mexico,Ghost Ranch,926.0,"Lugares educativos, Museos de arte"
1457,Mountain,New Mexico,Museum of Indian Arts & Culture,892.0,Museos especializados
1458,Mountain,New Mexico,ABQ BioPark Botanic Garden,849.0,Jardines
1459,Mountain,New Mexico,Enchanted Circle Drive,621.0,Rutas turísticas
1460,Mountain,New Mexico,Bradbury Science Museum,910.0,"Museos de ciencia, Museos de historia"
1461,Mountain,New Mexico,Pecos National Historical Park,472.0,Parques nacionales
1462,Mountain,New Mexico,San Francisco de Assisi Mission Church,813.0,Lugares religiosos
1463,Mountain,New Mexico,Bosque del Apache National Wildlife Refuge,543.0,Áreas de naturaleza y vida silvestre
1464,Mountain,New Mexico,Electric Playhouse,202.0,"Eventos culturales, Centros de juego y entretenimiento"
1465,Mountain,New Mexico,New Mexico Museum of Natural History and Science,859.0,Museos de historia natural
1466,Mountain,New Mexico,Old Mesilla Village,1.003,Lugares históricos
1467,Mountain,New Mexico,Dripping Springs Natural Area,531.0,Parques
1468,Mountain,New Mexico,San Miguel Chapel,921.0,"Lugares religiosos, Museos de arte"
1469,Mountain,New Mexico,Albuquerque Museum,641.0,"Museos de arte, Museos de historia"
1470,Mountain,New Mexico,Puye Cliff Dwellings,391.0,Ruinas antiguas
1471,Mountain,New Mexico,El Santuario de Chimayo,659.0,"Lugares históricos, Lugares religiosos"
1472,Mountain,New Mexico,Roswell Museum,349.0,"Observatorios y planetarios, Museos de arte"
1473,Mountain,New Mexico,Capulin Volcano National Monument,497.0,Volcanes
1474,Mountain,New Mexico,Heart of the Desert,380.0,"Viñedos con bodegas, Granjas"
1475,Mountain,New Mexico,San Felipe de Neri Church,818.0,Lugares religiosos
1476,Mountain,New Mexico,Anderson-Abruzzo International Balloon Museum,694.0,"Museos especializados, Museos de historia"
1477,Mountain,New Mexico,Living Desert Zoo and Gardens State Park,564.0,"Parques estatales, Áreas de naturaleza y vida silvestre"
1478,Mountain,New Mexico,Sitting Bull Falls,324.0,Cascadas
1479,Mountain,New Mexico,New Mexico Museum of Space History,590.0,Museos especializados
1480,Mountain,New Mexico,Bisti/De-Na-Zin Wilderness,315.0,"Parques estatales, Áreas de naturaleza y vida silvestre"
1481,Mountain,New Mexico,Los Alamos History Museum,329.0,Museos de historia
1482,Mountain,New Mexico,Tinkertown Museum,375.0,"Museos especializados, Tiendas de antigüedades"
1483,Mountain,New Mexico,Angel Fire Resort,426.0,Áreas para esquiar y practicar snowboard
1484,Mountain,New Mexico,Santa Fe Botanical Garden,323.0,Jardines
1485,Mountain,New Mexico,White Sands National Park,94.0,Parques nacionales
1486,Mountain,New Mexico,Recycled Roadrunner Sculpture,201.0,Monumentos y estatuas
1487,Mountain,New Mexico,Southwest Safaris,60.0,Safaris
1488,Mountain,New Mexico,ABQ BioPark Aquarium,558.0,Acuarios
1489,Mountain,New Mexico,Roswell UFO Spacewalk,188.0,"Galerías de arte, Parques de diversión y temáticos"
1490,Mountain,New Mexico,Cross of the Martyrs,200.0,Monumentos y estatuas
1491,Mountain,New Mexico,Salmon Ruins,200.0,Ruinas antiguas
1492,Mountain,New Mexico,Railyard Arts District,269.0,"Barrios, Monumentos y lugares de interés"
1493,Mountain,New Mexico,Billy the Kid Museum,248.0,Museos de historia
1494,Mountain,New Mexico,La Cieneguilla Petroglyph Site,161.0,Lugares históricos
1495,Mountain,New Mexico,Anderson Museum of Contemporary Art,132.0,Museos de arte
1496,Mountain,New Mexico,Luca decor,42.0,Galerías de arte
1497,Mountain,New Mexico,Turquoise Trail,262.0,Rutas para senderismo
1498,Mountain,New Mexico,Santa Fe School of Cooking,570.0,Clases de cocina
1499,Mountain,New Mexico,Castaneda Hotel,79.0,"Lugares históricos, Edificios con valor arquitectónico"
1500,Mountain,New Mexico,Wo' P'in Spa at Hilton Santa Fe Buffalo Thunder,255.0,Spas
1501,Mountain,Utah,Bryce Canyon National Park,9.123,Formaciones geológicas
1502,Mountain,Utah,Arches National Park,10.957,"Parques nacionales, Rutas para senderismo"
1503,Mountain,Utah,Monument Valley Navajo Tribal Park,7.443,"Monumentos y lugares de interés, Formaciones geológicas"
1504,Mountain,Utah,The Narrows,3.649,"Parques nacionales, Rutas para senderismo"
1505,Mountain,Utah,Dead Horse Point State Park,5.563,Parques estatales
1506,Mountain,Utah,Angel's Landing,2.975,Rutas para senderismo
1507,Mountain,Utah,Zion National Park,4.046,Parques nacionales
1508,Mountain,Utah,Canyonlands National Park,3.858,"Montañas, Parques nacionales"
1509,Mountain,Utah,Zion Canyon Scenic Drive,2.674,Rutas turísticas
1510,Mountain,Utah,Navajo/Queens Garden Loop,1.771,Rutas para senderismo
1511,Mountain,Utah,Best Friends Animal Sanctuary,1.506,Áreas de naturaleza y vida silvestre
1512,Mountain,Utah,Temple Square,5.063,"Monumentos y lugares de interés, Lugares religiosos"
1513,Mountain,Utah,Delicate Arch,1.921,"Monumentos y lugares de interés, Formaciones geológicas"
1514,Mountain,Utah,Capitol Reef National Park,1.734,"Parques nacionales, Áreas de naturaleza y vida silvestre"
1515,Mountain,Utah,Big Cottonwood Canyon,1.169,Cañones
1516,Mountain,Utah,Hell's Revenge,898.0,Senderos para vehículos todo terreno
1517,Mountain,Utah,Natural History Museum of Utah,1.571,Museos de historia natural
1518,Mountain,Utah,Inspiration Point,1.27,Miradores
1519,Mountain,Utah,Corona Arch,1.033,Formaciones geológicas
1520,Mountain,Utah,Antelope Island State Park,1.286,"Parques estatales, Islas"
1521,Mountain,Utah,Cedar Breaks National Monument,1.28,"Parques nacionales, Cañones"
1522,Mountain,Utah,The Tabernacle,1.351,Lugares religiosos
1523,Mountain,Utah,Utah State Capitol,1.567,Edificios gubernamentales
1524,Mountain,Utah,Zion-Mt. Carmel Highway,887.0,Rutas turísticas
1525,Mountain,Utah,Zion Shuttle,2.214,Rutas turísticas
1526,Mountain,Utah,Goblin Valley State Park,999.0,Parques estatales
1527,Mountain,Utah,Mesa Arch,769.0,Formaciones geológicas
1528,Mountain,Utah,Backcountry Snowmobiling,640.0,Áreas para esquiar y practicar snowboard
1529,Mountain,Utah,The Wave at Coyote Buttes,338.0,Formaciones geológicas
1530,Mountain,Utah,Hill Aerospace Museum,728.0,Museos especializados
1531,Mountain,Utah,Snow Canyon State Park,691.0,Parques estatales
1532,Mountain,Utah,Dinosaur National Monument,974.0,Parques nacionales
1533,Mountain,Utah,Bryce Point,836.0,Torres y observatorios
1534,Mountain,Utah,Moab Reservation Center,429.0,Centros de información turística
1535,Mountain,Utah,Kolob Canyons,659.0,Cañones
1536,Mountain,Utah,Park City Mountain Resort,2.1,"Áreas para esquiar y practicar snowboard, Playa y clubes con piscina"
1537,Mountain,Utah,This is the Place Heritage Park,561.0,Parques estatales
1538,Mountain,Utah,Bonneville Salt Flats,618.0,"Pistas de carreras de automóviles, Fuentes termales y géiseres"
1539,Mountain,Utah,Bluff Fort Historic Site,705.0,Lugares históricos
1540,Mountain,Utah,Forrest Gump Point,596.0,Monumentos y lugares de interés
1541,Mountain,Utah,Island in the Sky,689.0,"Parques nacionales, Formaciones geológicas"
1542,Mountain,Utah,Red Canyon,791.0,"Cañones, Rutas para senderismo"
1543,Mountain,Utah,Double Arch,669.0,"Rutas para senderismo, Formaciones geológicas"
1544,Mountain,Utah,Red Hills Desert Garden,412.0,"Parques, Jardines"
1545,Mountain,Utah,Pioneer Park,548.0,Parques
1546,Mountain,Utah,Potash Road,790.0,"Rutas para ciclismo, Rutas turísticas"
1547,Mountain,Utah,Natural Bridges National Monument,873.0,"Parques nacionales, Formaciones geológicas"
1548,Mountain,Utah,Goosenecks State Park,690.0,Parques estatales
1549,Mountain,Utah,Park City Main Street Historic District,1.438,Monumentos y lugares de interés
1550,Mountain,Utah,Coral Pink Sand Dunes State Park,1.199,Parques estatales
1551,Mountain,Utah,Grand View Point Overlook,422.0,Miradores
1552,Mountain,Utah,Riverside Walk,501.0,Rutas para senderismo
1553,Mountain,Utah,Windows,541.0,"Rutas para senderismo, Formaciones geológicas"
1554,Mountain,Utah,Balanced Rock Trail,727.0,Rutas para senderismo
1555,Mountain,Utah,Scenic Byway Route 12,401.0,Rutas turísticas
1556,Mountain,Utah,Clark Planetarium,433.0,Museos de ciencia
1557,Mountain,Utah,Utah Field House of Natural History State Park,417.0,Museos de historia natural
1558,Mountain,Utah,Brian Head Resort,397.0,"Rutas para ciclismo, Áreas para esquiar y practicar snowboard"
1559,Mountain,Utah,Wilson's Arch,651.0,Formaciones geológicas
1560,Mountain,Utah,Emerald Pools,1.631,"Formaciones geológicas, Cascadas"
1561,Mountain,Utah,Canyon Trail Rides,2.581,Tours a caballo
1562,Mountain,Utah,Kodachrome Basin State Park,552.0,Parques estatales
1563,Mountain,Utah,Devil's Garden,406.0,Jardines
1564,Mountain,Utah,Wildcat Trail,401.0,Rutas para senderismo
1565,Mountain,Utah,Goulding’s Trading Post Museum.,684.0,Museos especializados
1566,Mountain,Utah,Watchman Trail,314.0,Rutas para senderismo
1567,Mountain,Utah,Zion Canyon Visitor Center,504.0,Centros de información turística
1568,Mountain,Utah,Utah Scenic Byway 279 Rock Art Sites,421.0,Monumentos y lugares de interés
1569,Mountain,Utah,Bryce Amphitheatre,159.0,"Áreas de naturaleza y vida silvestre, Rutas para senderismo"
1570,Mountain,Utah,Arches National Park Scenic Drive,246.0,Rutas turísticas
1571,Mountain,Utah,Land Cruiser Heritage Museum,77.0,Museos especializados
1572,Mountain,Utah,St. George Dinosaur Discovery Site at Johnson Farm,477.0,"Museos especializados, Museos de historia natural"
1573,Mountain,Utah,McConkie Ranch,223.0,"Ruinas antiguas, Monumentos y lugares de interés"
1574,Mountain,Utah,Moab Museum of Film and Western Heritage,260.0,Museos especializados
1575,Mountain,Utah,Peek-A-Boo Slot Canyon,50.0,Rutas para senderismo
1576,Mountain,Utah,Moab Information Center,491.0,Centros de información turística
1577,Mountain,Utah,Monument Valley – Highway 163 Scenic Drive,120.0,Rutas turísticas
1578,Mountain,Utah,Kanab Heritage House Museum,129.0,Museos de historia
1579,Mountain,Utah,Moab Backyard Theater,78.0,Teatros
1580,Mountain,Utah,Canyon Trail Rides,1.159,Tours a caballo
1581,Mountain,Utah,Egyptian Theatre,367.0,"Teatros, Clubes de comedia"
1582,Mountain,Utah,Sand Island Petroglyphs,189.0,Monumentos y lugares de interés
1583,Mountain,Utah,Park City Peaks Snowmobiling,650.0,Tours de esquí y de nieve
1584,Mountain,Utah,The Spa at Hotel Park City,324.0,Spas
1585,Mountain,Utah,Serenity Spa by Westgate,384.0,Spas
1586,Mountain,Utah,Red Giant Escape Rooms,378.0,Juegos de escape
1587,Mountain,Utah,St. George Shuttle,805.0,"Servicios de autobús, Taxis y otros servicios de traslado"
1588,Mountain,Utah,A Great Escape at Gardner Village,354.0,Juegos de escape
1589,Mountain,Utah,Social Axe Throwing SLC,67.0,Centros de juego y entretenimiento
1590,Mountain,Utah,Kanab Tour Company,3.691,"Tours para practicar rápel y barranquismo, Tours para vehículos todo terreno y 4 x 4"
1591,Mountain,Utah,Dreamland Safari Tours,3.586,"Tours de varios días, Tours para vehículos todo terreno y 4 x 4"
1592,Mountain,Utah,Red Pine Adventures,195.0,"Tours de esquí y de nieve, Tours a caballo"
1593,Mountain,Utah,NAVTEC Expeditions - Day Tours,3.927,Rafting y nado con salvavidas en el río
1594,Mountain,Utah,Escape Room Park City,216.0,Juegos de escape
1595,Mountain,Utah,East Zion Adventures,2.882,"Tours para practicar rápel y barranquismo, Tours para vehículos todo terreno y 4 x 4"
1596,Mountain,Utah,Moab Tourism Center,3.182,"Tours para vehículos todo terreno y 4 x 4, Tours extremos y de adrenalina"
1597,Mountain,Utah,Xtreme 4x4 Tours,2.636,"Tours para vehículos todo terreno y 4 x 4, Tours extremos y de adrenalina"
1598,Mountain,Utah,Moab Adventure Center,2.952,"Paseos en globo aerostático, Tours en bicicleta"
1599,Mountain,Utah,Moab Express,160.0,Taxis y otros servicios de traslado
1600,Mountain,Utah,"Thunder Mountain Motorsports, Inc.",122.0,Tours de esquí y de nieve
1601,Mountain,Utah,Navajo Spirit Tours,2.015,"Tours culturales, Tours nocturnos"
1602,Mountain,Utah,Dan Mick's Guided Jeep Tours,2.472,Tours para vehículos todo terreno y 4 x 4
1603,Mountain,Utah,Blue Sage Adventures,96.0,Tours a caballo
1604,Mountain,Utah,ROAM Outdoor Adventure Co,1.88,"Tours para practicar rápel y barranquismo, Tours para vehículos todo terreno y 4 x 4"
1605,Mountain,Utah,Monument Valley Safari,2.047,"Tours para vehículos todo terreno y 4 x 4, Tours turísticos"
1606,Mountain,Utah,Epic 4X4 Adventures,1.574,"Tours para vehículos todo terreno y 4 x 4, Tours extremos y de adrenalina"
1607,Mountain,Utah,Dineh Bekeyah Tours,1.647,"Tours históricos, Tours turísticos"
1608,Mountain,Utah,Zion Shooting Experience,94.0,Campos de tiro
1609,Mountain,Utah,Utah E-Bike Adventures,73.0,Alquileres de equipos
1610,Mountain,Utah,Adrift Adventures,2.317,"Rafting y nado con salvavidas en el río, Escapadas de un día"
1611,Mountain,Utah,Jenn’s Jeep Rentals,97.0,Alquileres de equipos
1612,Mountain,Utah,ROAM East Zion,1.071,"Tours para practicar rápel y barranquismo, Tours para vehículos todo terreno y 4 x 4"
1613,Mountain,Wioming,Gran Cañón de Yellowstone,5.159,Cañones
1614,Mountain,Wioming,Centro Histórico Buffalo Bill,4.724,"Museos especializados, Museos de historia"
1615,Mountain,Wioming,Devils Tower National Monument,3.82,Formaciones geológicas
1616,Mountain,Wioming,Grand Teton,2.814,Montañas
1617,Mountain,Wioming,Lamar Valley,3.073,Rutas turísticas
1618,Mountain,Wioming,Grand Prismatic Spring,3.187,Fuentes termales y géiseres
1619,Mountain,Wioming,Yellowstone National Park,1.824,Parques nacionales
1620,Mountain,Wioming,Old Faithful,5.063,Fuentes termales y géiseres
1621,Mountain,Wioming,National Museum of Wildlife Art,2.072,"Museos especializados, Museos de arte"
1622,Mountain,Wioming,Jackson Hole Aerial Tram,2.008,Tranvías
1623,Mountain,Wioming,Artist Point,1.338,"Monumentos y lugares de interés, Rutas para senderismo"
1624,Mountain,Wioming,Cody Dug Up Gun Museum,785.0,Museos especializados
1625,Mountain,Wioming,Upper Geyser Basin,1.351,Fuentes termales y géiseres
1626,Mountain,Wioming,National Elk Refuge,1.829,Áreas de naturaleza y vida silvestre
1627,Mountain,Wioming,Jackson Town Square,2.804,Monumentos y lugares de interés
1628,Mountain,Wioming,Yellowstone Lake,1.803,Masas de agua
1629,Mountain,Wioming,Mammoth Hot Springs,2.207,Fuentes termales y géiseres
1630,Mountain,Wioming,National Historic Trails Interpretive Center,553.0,Museos de historia
1631,Mountain,Wioming,Jenny Lake,810.0,Masas de agua
1632,Mountain,Wioming,Hayden Valley,1.141,Áreas de naturaleza y vida silvestre
1633,Mountain,Wioming,Cody Firearms Museum,694.0,Museos especializados
1634,Mountain,Wioming,Old Trail Town,1.202,Lugares históricos
1635,Mountain,Wioming,Grand Loop Road,783.0,Rutas turísticas
1636,Mountain,Wioming,Jackson Hole Rodeo,789.0, Carreras de caballos
1637,Mountain,Wioming,Wyoming Territorial Prison State Historic Site,532.0,Lugares históricos
1638,Mountain,Wioming,Buffalo Bill Dam,1.053,Represas
1639,Mountain,Wioming,West Thumb Geyser Basin,910.0,Fuentes termales y géiseres
1640,Mountain,Wioming,Wild West Spectacular,200.0,Teatros
1641,Mountain,Wioming,Grand Teton National Park,344.0,Parques nacionales
